HGNC_ID	Approved_symbol	Approved_name	RefSeq_IDs	UniProt_ID	Ensembl_ID
HGNC:149	ACTG1P4	actin gamma 1 pseudogene 4			ENSG00000236085
HGNC:151	ACTG1P6	actin gamma 1 pseudogene 6			
HGNC:152	ACTG1P7	actin gamma 1 pseudogene 7			
HGNC:153	ACTG1P8	actin gamma 1 pseudogene 8			
HGNC:154	ACTG1P9	actin gamma 1 pseudogene 9	NG_001069		ENSG00000229349
HGNC:155	ACTG1P10	actin gamma 1 pseudogene 10	NG_003039		ENSG00000231340
HGNC:37651	ACTG1P11	actin gamma 1 pseudogene 11	NG_004636		ENSG00000229465
HGNC:44496	ACTG1P12	actin gamma 1 pseudogene 12			ENSG00000226642
HGNC:49058	ACTG1P13	actin gamma 1 pseudogene 13			ENSG00000241305
HGNC:49751	ACTG1P14	actin gamma 1 pseudogene 14	NG_023870		ENSG00000230581
HGNC:51495	ACTG1P15	actin gamma 1 pseudogene 15			ENSG00000259904
HGNC:51496	ACTG1P16	actin gamma 1 pseudogene 16			ENSG00000260298
HGNC:51497	ACTG1P17	actin gamma 1 pseudogene 17			ENSG00000259315
HGNC:51498	ACTG1P18	actin gamma 1 pseudogene 18			ENSG00000218475
HGNC:51499	ACTG1P19	actin gamma 1 pseudogene 19			ENSG00000237999
HGNC:51500	ACTG1P20	actin gamma 1 pseudogene 20			ENSG00000241547
HGNC:51501	ACTG1P21	actin gamma 1 pseudogene 21			ENSG00000232672
HGNC:51502	ACTG1P22	actin gamma 1 pseudogene 22			ENSG00000271615
HGNC:51503	ACTG1P23	actin gamma 1 pseudogene 23			ENSG00000230362
HGNC:49661	ACTG1P24	actin gamma 1 pseudogene 24			ENSG00000226359
HGNC:54872	ACTG1P25	actin gamma 1 pseudogene 25	NR_002929		
HGNC:145	ACTG2	actin gamma 2, smooth muscle	NM_001615	P63267	ENSG00000163017
HGNC:24124	ACTL6A	actin like 6A	NM_004301	O96019	ENSG00000136518
HGNC:160	ACTL6B	actin like 6B	NM_016188	O94805	ENSG00000077080
HGNC:161	ACTL7A	actin like 7A	NM_006687	Q9Y615	ENSG00000187003
HGNC:162	ACTL7B	actin like 7B	NM_006686	Q9Y614	ENSG00000148156
HGNC:24018	ACTL8	actin like 8	NM_030812	Q9H568	ENSG00000117148
HGNC:28494	ACTL9	actin like 9	NM_178525	Q8TC94	ENSG00000181786
HGNC:16127	ACTL10	actin like 10		Q5JWF8	ENSG00000182584
HGNC:163	ACTN1	actinin alpha 1	NM_001102	P12814	ENSG00000072110
HGNC:20131	ACTN1-AS1	ACTN1 antisense RNA 1			ENSG00000259062
HGNC:164	ACTN2	actinin alpha 2	NM_001103	P35609	ENSG00000077522
HGNC:165	ACTN3	actinin alpha 3	NM_001104	Q08043	ENSG00000248746
HGNC:166	ACTN4	actinin alpha 4		O43707	ENSG00000130402
HGNC:44028	ACTN4P1	actinin alpha 4 pseudogene 1			ENSG00000213493
HGNC:44032	ACTN4P2	actinin alpha 4 pseudogene 2			ENSG00000214141
HGNC:51621	ACTP1	actin family pseudogene 1	NG_044542		ENSG00000229890
HGNC:167	ACTR1A	actin related protein 1A		P61163	ENSG00000138107
HGNC:54703	ACTR1AP1	ACTR1A pseudogene 1	NG_021577		ENSG00000233370
HGNC:168	ACTR1B	actin related protein 1B	NM_005735	P42025	ENSG00000115073
HGNC:169	ACTR2	actin related protein 2	NM_001005386	P61160	ENSG00000138071
HGNC:170	ACTR3	actin related protein 3	NM_005721	P61158	ENSG00000115091
HGNC:53965	ACTR3-AS1	ACTR3 antisense RNA 1	NR_110174		
HGNC:17256	ACTR3B	actin related protein 3B	NM_020445	Q9P1U1	ENSG00000133627
HGNC:37724	ACTR3BP1	ACTR3B pseudogene 1	NG_005799		ENSG00000270242
HGNC:38677	ACTR3BP2	ACTR3B pseudogene 2			ENSG00000226481
HGNC:38678	ACTR3BP3	ACTR3B pseudogene 3			ENSG00000260327
HGNC:38681	ACTR3BP4	ACTR3B pseudogene 4			ENSG00000249283
HGNC:38682	ACTR3BP5	ACTR3B pseudogene 5			ENSG00000227264
HGNC:38683	ACTR3BP6	ACTR3B pseudogene 6			ENSG00000226444
HGNC:54971	ACTR3BP7	ACTR3B pseudogene 7			
HGNC:37282	ACTR3C	actin related protein 3C		Q9C0K3	ENSG00000106526
HGNC:31820	ACTR3P1	ACTR3 pseudogene 1			
HGNC:38676	ACTR3P2	ACTR3 pseudogene 2			ENSG00000232267
HGNC:38679	ACTR3P3	ACTR3 pseudogene 3			ENSG00000242573
HGNC:14671	ACTR5	actin related protein 5	NM_024855	Q9H9F9	ENSG00000101442
HGNC:24025	ACTR6	actin related protein 6	NM_022496	Q9GZN1	ENSG00000075089
HGNC:44210	ACTR6P1	ACTR6 pseudogene 1	NG_025147		ENSG00000248915
HGNC:14672	ACTR8	actin related protein 8	NM_022899	Q9H981	ENSG00000113812
HGNC:17372	ACTR10	actin related protein 10		Q9NZ32	ENSG00000131966
HGNC:24027	ACTRT1	actin related protein T1	NM_138289	Q8TDG2	ENSG00000123165
HGNC:24026	ACTRT2	actin related protein T2	NM_080431	Q8TDY3	ENSG00000169717
HGNC:24022	ACTRT3	actin related protein T3	NM_032487	Q9BYD9	ENSG00000184378
HGNC:171	ACVR1	activin A receptor type 1	NM_001105	Q04771	ENSG00000115170
HGNC:172	ACVR1B	activin A receptor type 1B	NM_020328	P36896	ENSG00000135503
HGNC:18123	ACVR1C	activin A receptor type 1C	NM_145259	Q8NER5	ENSG00000123612
HGNC:173	ACVR2A	activin A receptor type 2A	NM_001616	P27037	ENSG00000121989
HGNC:174	ACVR2B	activin A receptor type 2B	NM_001106	Q13705	ENSG00000114739
HGNC:44161	ACVR2B-AS1	ACVR2B antisense RNA 1	NR_028389		ENSG00000229589
HGNC:175	ACVRL1	activin A receptor like type 1	NM_000020	P37023	ENSG00000139567
HGNC:177	ACY1	aminoacylase 1	NM_000666	Q03154	ENSG00000243989
HGNC:24104	ACY3	aminoacylase 3	NM_080658	Q96HD9	ENSG00000132744
HGNC:179	ACYP1	acylphosphatase 1		P07311	ENSG00000119640
HGNC:180	ACYP2	acylphosphatase 2		P14621	ENSG00000170634
HGNC:186	ADA	adenosine deaminase	NM_000022	P00813	ENSG00000196839
HGNC:1839	ADA2	adenosine deaminase 2		Q9NZK5	ENSG00000093072
HGNC:30713	ADAD1	adenosine deaminase domain containing 1	NM_139243	Q96M93	ENSG00000164113
HGNC:44550	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1			
HGNC:44552	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2			ENSG00000267511
HGNC:30714	ADAD2	adenosine deaminase domain containing 2	NM_139174	Q8NCV1	ENSG00000140955
HGNC:31853	ADAL	adenosine deaminase like	NM_001324366	Q6DHV7	ENSG00000168803
HGNC:187	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	NG_001216		ENSG00000229186
HGNC:44366	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)	NG_024129		ENSG00000226469
HGNC:198	ADAM2	ADAM metallopeptidase domain 2	NM_001464	Q99965	ENSG00000104755
HGNC:209	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	NR_001569		ENSG00000197475
HGNC:210	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	NG_001526		ENSG00000260089
HGNC:212	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	NR_001448	Q6NVV9	ENSG00000196115
HGNC:213	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	NR_002224		ENSG00000271968
HGNC:214	ADAM7	ADAM metallopeptidase domain 7	NM_003817	Q9H2U9	ENSG00000069206
HGNC:215	ADAM8	ADAM metallopeptidase domain 8	NM_001109	P78325	ENSG00000151651
HGNC:216	ADAM9	ADAM metallopeptidase domain 9		Q13443	ENSG00000168615
HGNC:188	ADAM10	ADAM metallopeptidase domain 10	NM_001110	O14672	ENSG00000137845
HGNC:189	ADAM11	ADAM metallopeptidase domain 11	NM_002390	O75078	ENSG00000073670
HGNC:190	ADAM12	ADAM metallopeptidase domain 12		O43184	ENSG00000148848
HGNC:193	ADAM15	ADAM metallopeptidase domain 15	NM_003815	Q13444	ENSG00000143537
HGNC:195	ADAM17	ADAM metallopeptidase domain 17		P78536	ENSG00000151694
HGNC:196	ADAM18	ADAM metallopeptidase domain 18	NM_014237	Q9Y3Q7	ENSG00000168619
HGNC:197	ADAM19	ADAM metallopeptidase domain 19	NM_033274	Q9H013	ENSG00000135074
HGNC:199	ADAM20	ADAM metallopeptidase domain 20		O43506	ENSG00000134007
HGNC:20102	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	NR_037933		ENSG00000259158
HGNC:43901	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2			ENSG00000248574
HGNC:43902	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3			ENSG00000249162
HGNC:200	ADAM21	ADAM metallopeptidase domain 21		Q9UKJ8	ENSG00000139985
HGNC:19822	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	NG_002467		ENSG00000235812
HGNC:201	ADAM22	ADAM metallopeptidase domain 22	NM_021723	Q9P0K1	ENSG00000008277
HGNC:202	ADAM23	ADAM metallopeptidase domain 23	NM_003812	O75077	ENSG00000114948
HGNC:203	ADAM24P	ADAM metallopeptidase domain 24, pseudogene			ENSG00000214607
HGNC:206	ADAM28	ADAM metallopeptidase domain 28	NM_021778	Q9UKQ2	ENSG00000042980
HGNC:207	ADAM29	ADAM metallopeptidase domain 29		Q9UKF5	ENSG00000168594
HGNC:208	ADAM30	ADAM metallopeptidase domain 30	NM_021794	Q9UKF2	ENSG00000134249
HGNC:15479	ADAM32	ADAM metallopeptidase domain 32	NM_145004	Q8TC27	ENSG00000197140
HGNC:15478	ADAM33	ADAM metallopeptidase domain 33	NM_025220	Q9BZ11	ENSG00000149451
HGNC:16299	ADAMDEC1	ADAM like decysin 1	NM_014479	O15204	ENSG00000134028
HGNC:217	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1		Q9UHI8	ENSG00000154734
HGNC:218	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	NM_014244	O95450	ENSG00000087116
HGNC:219	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3		O15072	ENSG00000156140
HGNC:220	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	NM_005099	O75173	ENSG00000158859
HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5		Q9UNA0	ENSG00000154736
HGNC:222	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	NM_197941	Q9UKP5	ENSG00000049192
HGNC:223	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	NM_014272	Q9UKP4	ENSG00000136378
HGNC:49407	ADAMTS7P1	ADAMTS7 pseudogene 1			ENSG00000274376
HGNC:49409	ADAMTS7P3	ADAMTS7 pseudogene 3			ENSG00000261143
HGNC:49410	ADAMTS7P4	ADAMTS7 pseudogene 4			ENSG00000218052
HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	NM_007037	Q9UP79	ENSG00000134917
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9		Q9P2N4	ENSG00000163638
HGNC:40625	ADAMTS9-AS1	ADAMTS9 antisense RNA 1	NR_110150		ENSG00000241158
HGNC:42435	ADAMTS9-AS2	ADAMTS9 antisense RNA 2	NR_038264		ENSG00000241684
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	NM_030957	Q9H324	ENSG00000142303
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	NM_030955	P58397	ENSG00000151388
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	NM_139025	Q76LX8	ENSG00000160323
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	NM_080722	Q8WXS8	ENSG00000138316
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	NM_139055	Q8TE58	ENSG00000166106
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	NM_139056	Q8TE57	ENSG00000145536
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	NM_139057	Q8TE56	ENSG00000140470
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18		Q8TE60	ENSG00000140873
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	NM_133638	Q8TE59	ENSG00000145808
HGNC:40797	ADAMTS19-AS1	ADAMTS19 antisense RNA 1			ENSG00000249421
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	NM_025003	P59510	ENSG00000173157
HGNC:14632	ADAMTSL1	ADAMTS like 1		Q8N6G6	ENSG00000178031
HGNC:14631	ADAMTSL2	ADAMTS like 2	NM_014694	Q86TH1	ENSG00000197859
HGNC:14633	ADAMTSL3	ADAMTS like 3	NM_207517	P82987	ENSG00000156218
HGNC:19706	ADAMTSL4	ADAMTS like 4	NM_019032	Q6UY14	ENSG00000143382
HGNC:32041	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1		Q5T5F5	ENSG00000203804
HGNC:40895	ADAMTSL4-AS2	ADAMTSL4 antisense RNA 2			ENSG00000237781
HGNC:27912	ADAMTSL5	ADAMTS like 5	NM_213604	Q6ZMM2	ENSG00000185761
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	NM_006869	O75689	ENSG00000105963
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2	NM_018404	Q9NPF8	ENSG00000184060
HGNC:225	ADAR	adenosine deaminase RNA specific	NM_001111	P55265	ENSG00000160710
HGNC:226	ADARB1	adenosine deaminase RNA specific B1	NM_015833	P78563	ENSG00000197381
HGNC:227	ADARB2	adenosine deaminase RNA specific B2 (inactive)	NM_018702	Q9NS39	ENSG00000185736
HGNC:23299	ADARB2-AS1	ADARB2 antisense RNA 1	NR_033387	A8MUL3	ENSG00000205696
HGNC:228	ADAT1	adenosine deaminase tRNA specific 1	NM_012091	Q9BUB4	ENSG00000065457
HGNC:21172	ADAT2	adenosine deaminase tRNA specific 2	NM_001286259	Q7Z6V5	ENSG00000189007
HGNC:25151	ADAT3	adenosine deaminase tRNA specific 3	NM_138422	Q96EY9	ENSG00000213638
HGNC:19038	ADCK1	aarF domain containing kinase 1	NM_020421	Q86TW2	ENSG00000063761
HGNC:19039	ADCK2	aarF domain containing kinase 2	NM_052853	Q7Z695	ENSG00000133597
HGNC:21738	ADCK5	aarF domain containing kinase 5	NM_174922	Q3MIX3	ENSG00000173137
HGNC:229	ADCP1	adenosine deaminase complexing protein 1			
HGNC:232	ADCY1	adenylate cyclase 1	NM_021116	Q08828	ENSG00000164742
HGNC:233	ADCY2	adenylate cyclase 2	NM_020546	Q08462	ENSG00000078295
HGNC:234	ADCY3	adenylate cyclase 3		O60266	ENSG00000138031
HGNC:235	ADCY4	adenylate cyclase 4		Q8NFM4	ENSG00000129467
HGNC:236	ADCY5	adenylate cyclase 5	NM_183357	O95622	ENSG00000173175
HGNC:237	ADCY6	adenylate cyclase 6	NM_020983	O43306	ENSG00000174233
HGNC:53332	ADCY6-DT	ADCY6 divergent transcript			ENSG00000257660
HGNC:238	ADCY7	adenylate cyclase 7		P51828	ENSG00000121281
HGNC:239	ADCY8	adenylate cyclase 8		P40145	ENSG00000155897
HGNC:240	ADCY9	adenylate cyclase 9		O60503	ENSG00000162104
HGNC:21285	ADCY10	adenylate cyclase 10	NM_018417	Q96PN6	ENSG00000143199
HGNC:44143	ADCY10P1	ADCY10 pseudogene 1	NR_026938		ENSG00000161912
HGNC:241	ADCYAP1	adenylate cyclase activating polypeptide 1	NM_001117	P18509	ENSG00000141433
HGNC:242	ADCYAP1R1	ADCYAP receptor type I	NM_001118	P41586	ENSG00000078549
HGNC:243	ADD1	adducin 1	NM_014189	P35611	ENSG00000087274
HGNC:244	ADD2	adducin 2	NM_001617	P35612	ENSG00000075340
HGNC:245	ADD3	adducin 3	NM_019903	Q9UEY8	ENSG00000148700
HGNC:48682	ADD3-AS1	ADD3 antisense RNA 1	NR_038943		ENSG00000203876
HGNC:21212	ADGB	androglobin	NM_024694	Q8N7X0	ENSG00000118492
HGNC:13838	ADGRA1	adhesion G protein-coupled receptor A1		Q86SQ6	ENSG00000197177
HGNC:49543	ADGRA1-AS1	ADGRA1 antisense RNA 1			ENSG00000256925
HGNC:17849	ADGRA2	adhesion G protein-coupled receptor A2		Q96PE1	ENSG00000020181
HGNC:13839	ADGRA3	adhesion G protein-coupled receptor A3		Q8IWK6	ENSG00000152990
HGNC:943	ADGRB1	adhesion G protein-coupled receptor B1	NM_001702	O14514	ENSG00000181790
HGNC:944	ADGRB2	adhesion G protein-coupled receptor B2	NM_001703	O60241	ENSG00000121753
HGNC:945	ADGRB3	adhesion G protein-coupled receptor B3		O60242	ENSG00000135298
HGNC:19893	ADGRD1	adhesion G protein-coupled receptor D1	NM_198827	Q6QNK2	ENSG00000111452
HGNC:53314	ADGRD1-AS1	ADGRD1 antisense RNA 1	NR_131950		ENSG00000256151
HGNC:18651	ADGRD2	adhesion G protein-coupled receptor D2	NM_182611	Q7Z7M1	ENSG00000180264
HGNC:3336	ADGRE1	adhesion G protein-coupled receptor E1		Q14246	ENSG00000174837
HGNC:3337	ADGRE2	adhesion G protein-coupled receptor E2		Q9UHX3	ENSG00000127507
HGNC:23647	ADGRE3	adhesion G protein-coupled receptor E3	NM_032571	Q9BY15	ENSG00000131355
HGNC:19240	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	NR_024075	Q86SQ3	ENSG00000268758
HGNC:1711	ADGRE5	adhesion G protein-coupled receptor E5	NM_078481	P48960	ENSG00000123146
HGNC:18990	ADGRF1	adhesion G protein-coupled receptor F1	NM_153840	Q5T601	ENSG00000153292
HGNC:18991	ADGRF2	adhesion G protein-coupled receptor F2	NM_153839	Q8IZF7	ENSG00000164393
HGNC:18989	ADGRF3	adhesion G protein-coupled receptor F3	NM_153835	Q8IZF5	ENSG00000173567
HGNC:19011	ADGRF4	adhesion G protein-coupled receptor F4	NM_153838	Q8IZF3	ENSG00000153294
HGNC:19030	ADGRF5	adhesion G protein-coupled receptor F5	NM_015234	Q8IZF2	ENSG00000069122
HGNC:40864	ADGRF5-AS1	ADGRF5 antisense RNA 1	NR_110658		ENSG00000225730
HGNC:32922	ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1			ENSG00000227582
HGNC:32921	ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2			ENSG00000204818
HGNC:4512	ADGRG1	adhesion G protein-coupled receptor G1		Q9Y653	ENSG00000205336
HGNC:4516	ADGRG2	adhesion G protein-coupled receptor G2		Q8IZP9	ENSG00000173698
HGNC:13728	ADGRG3	adhesion G protein-coupled receptor G3	NM_170776	Q86Y34	ENSG00000182885
HGNC:18992	ADGRG4	adhesion G protein-coupled receptor G4		Q8IZF6	ENSG00000156920
HGNC:19010	ADGRG5	adhesion G protein-coupled receptor G5	NM_153837	Q8IZF4	ENSG00000159618
HGNC:13841	ADGRG6	adhesion G protein-coupled receptor G6		Q86SQ4	ENSG00000112414
HGNC:19241	ADGRG7	adhesion G protein-coupled receptor G7		Q96K78	ENSG00000144820
HGNC:20973	ADGRL1	adhesion G protein-coupled receptor L1	NM_014921	O94910	ENSG00000072071
HGNC:18582	ADGRL2	adhesion G protein-coupled receptor L2	NM_012302	O95490	ENSG00000117114
HGNC:20974	ADGRL3	adhesion G protein-coupled receptor L3		Q9HAR2	ENSG00000150471
HGNC:50604	ADGRL3-AS1	ADGRL3 antisense RNA 1			ENSG00000248692
HGNC:20822	ADGRL4	adhesion G protein-coupled receptor L4	NM_022159	Q9HBW9	ENSG00000162618
HGNC:17416	ADGRV1	adhesion G protein-coupled receptor V1	NM_032119	Q8WXG9	ENSG00000164199
HGNC:249	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	NM_000667	P07327	ENSG00000187758
HGNC:250	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	NM_000668	P00325	ENSG00000196616
HGNC:251	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	NM_000669	P00326	ENSG00000248144
HGNC:252	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	NM_000670	P08319	ENSG00000198099
HGNC:253	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	NM_000671	P11766	ENSG00000197894
HGNC:22976	ADH5P2	ADH5 pseudogene 2			ENSG00000232676
HGNC:22991	ADH5P3	ADH5 pseudogene 3			ENSG00000223694
HGNC:21377	ADH5P4	ADH5 pseudogene 4	XM_208352		ENSG00000233859
HGNC:54523	ADH5P5	ADH5 pseudogene 5			ENSG00000234865
HGNC:255	ADH6	alcohol dehydrogenase 6 (class V)	NM_000672	P28332	ENSG00000172955
HGNC:256	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	NM_000673	P40394	ENSG00000196344
HGNC:16354	ADHFE1	alcohol dehydrogenase iron containing 1	NM_144650	Q8IWW8	ENSG00000147576
HGNC:30576	ADI1	acireductone dioxygenase 1	NM_018269	Q9BV57	ENSG00000182551
HGNC:52339	ADI1P1	acireductone dioxygenase 1 pseudogene 1			ENSG00000235102
HGNC:52340	ADI1P2	acireductone dioxygenase 1 pseudogene 2			ENSG00000250684
HGNC:52341	ADI1P3	acireductone dioxygenase 1 pseudogene 3			ENSG00000258369
HGNC:28606	ADIG	adipogenin	NM_001018082	Q0VDE8	ENSG00000182035
HGNC:13633	ADIPOQ	adiponectin, C1Q and collagen domain containing	NM_004797	Q15848	ENSG00000181092
HGNC:40648	ADIPOQ-AS1	ADIPOQ antisense RNA 1	NR_046662		ENSG00000226482
HGNC:24040	ADIPOR1	adiponectin receptor 1	NM_015999	Q96A54	ENSG00000159346
HGNC:44910	ADIPOR1P1	adiponectin receptor 1 pseudogene 1	NG_022165		ENSG00000232497
HGNC:44911	ADIPOR1P2	adiponectin receptor 1 pseudogene 2	NG_022863		ENSG00000258805
HGNC:24041	ADIPOR2	adiponectin receptor 2	NM_024551	Q86V24	ENSG00000006831
HGNC:24043	ADIRF	adipogenesis regulatory factor	NM_006829	Q15847	ENSG00000148671
HGNC:45127	ADIRF-AS1	ADIRF antisense RNA 1			ENSG00000272734
HGNC:257	ADK	adenosine kinase	NM_006721	P55263	ENSG00000156110
HGNC:259	ADM	adrenomedullin	NM_001124	P35318	ENSG00000148926
HGNC:28898	ADM2	adrenomedullin 2	NM_024866	Q7Z4H4	ENSG00000128165
HGNC:27293	ADM5	adrenomedullin 5 (putative)	NM_001101340	C9JUS6	ENSG00000224420
HGNC:15766	ADNP	activity dependent neuroprotector homeobox	NM_181442	Q9H2P0	ENSG00000101126
HGNC:51227	ADNP-AS1	ADNP antisense RNA 1	NR_110009		ENSG00000259456
HGNC:23803	ADNP2	ADNP homeobox 2	NM_014913	Q6IQ32	ENSG00000101544
HGNC:23506	ADO	2-aminoethanethiol dioxygenase	NM_032804	Q96SZ5	ENSG00000181915
HGNC:262	ADORA1	adenosine A1 receptor	NM_000674	P30542	ENSG00000163485
HGNC:263	ADORA2A	adenosine A2a receptor	NM_000675	P29274	ENSG00000128271
HGNC:37122	ADORA2A-AS1	ADORA2A antisense RNA 1	NR_028483	P86434	ENSG00000178803
HGNC:264	ADORA2B	adenosine A2b receptor		P29275	ENSG00000170425
HGNC:265	ADORA2BP1	adenosine A2b receptor pseudogene 1	NG_000843		ENSG00000236136
HGNC:268	ADORA3	adenosine A3 receptor	NM_000677, NM_020683	P0DMS8	ENSG00000282608
HGNC:25250	ADPGK	ADP dependent glucokinase	NM_031284	Q9BRR6	ENSG00000159322
HGNC:44144	ADPGK-AS1	ADPGK antisense RNA 1	NR_040107		ENSG00000260898
HGNC:269	ADPRH	ADP-ribosylarginine hydrolase	NM_001125	P54922	ENSG00000144843
HGNC:21303	ADPRHL1	ADP-ribosylhydrolase like 1	NM_138430	Q8NDY3	ENSG00000153531
HGNC:30925	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	NM_020233	Q3LIE5	ENSG00000170222
HGNC:21304	ADPRS	ADP-ribosylserine hydrolase	NM_017825	Q9NX46	ENSG00000116863
HGNC:277	ADRA1A	adrenoceptor alpha 1A	NM_033303	P35348	ENSG00000120907
HGNC:278	ADRA1B	adrenoceptor alpha 1B		P35368	ENSG00000170214
HGNC:280	ADRA1D	adrenoceptor alpha 1D	NM_000678	P25100	ENSG00000171873
HGNC:281	ADRA2A	adrenoceptor alpha 2A	NM_000681	P08913	ENSG00000150594
HGNC:282	ADRA2B	adrenoceptor alpha 2B		P18089	ENSG00000274286
HGNC:283	ADRA2C	adrenoceptor alpha 2C	NM_000683	P18825	ENSG00000184160
HGNC:285	ADRB1	adrenoceptor beta 1		P08588	ENSG00000043591
HGNC:286	ADRB2	adrenoceptor beta 2	NM_000024	P07550	ENSG00000169252
HGNC:288	ADRB3	adrenoceptor beta 3	NM_000025	P13945	ENSG00000188778
HGNC:15759	ADRM1	adhesion regulating molecule 1		Q16186	ENSG00000130706
HGNC:291	ADSL	adenylosuccinate lyase	NM_000026	P30566	ENSG00000239900
HGNC:20093	ADSS1	adenylosuccinate synthase 1		Q8N142	ENSG00000185100
HGNC:292	ADSS2	adenylosuccinate synthase 2	NM_001126	P30520	ENSG00000035687
HGNC:21214	ADTRP	androgen dependent TFPI regulating protein	NM_032744	Q96IZ2	ENSG00000111863
HGNC:303	AEBP1	AE binding protein 1	NM_001129	Q8IUX7	ENSG00000106624
HGNC:24051	AEBP2	AE binding protein 2	NM_153207	Q6ZN18	ENSG00000139154
HGNC:25722	AEN	apoptosis enhancing nuclease	NM_022767	Q8WTP8	ENSG00000181026
HGNC:24017	AFAP1	actin filament associated protein 1	NM_021638	Q8N556	ENSG00000196526
HGNC:28141	AFAP1-AS1	AFAP1 antisense RNA 1	NR_026892		ENSG00000272620
HGNC:26714	AFAP1L1	actin filament associated protein 1 like 1	NM_152406	Q8TED9	ENSG00000157510
HGNC:25901	AFAP1L2	actin filament associated protein 1 like 2	NM_032550	Q8N4X5	ENSG00000169129
HGNC:7137	AFDN	afadin, adherens junction formation factor	NM_005936	P55196	ENSG00000130396
HGNC:21236	AFDN-DT	AFDN divergent transcript	NR_027906	Q9Y6Z5	ENSG00000198221
HGNC:7135	AFF1	AF4/FMR2 family member 1	NM_005935	P51825	ENSG00000172493
HGNC:53447	AFF1-AS1	AFF1 antisense RNA 1	NR_038841		
HGNC:3776	AFF2	AF4/FMR2 family member 2	NM_002025	P51816	ENSG00000155966
HGNC:41334	AFF2-IT1	AFF2 intronic transcript 1			ENSG00000223516
HGNC:6473	AFF3	AF4/FMR2 family member 3	NM_002285	P51826	ENSG00000144218
HGNC:17869	AFF4	AF4/FMR2 family member 4	NM_014423	Q9UHB7	ENSG00000072364
